number,description,dimensions,product_number
5877FBE-1DW*,Full Platform Bed with Storage Footboard,HB: 67H  FB: 15H,5877BE-1DW*
5877KBR-1CK*,California King Platform Bed,HB: 67H  FB: 15H,5877BR-1*
5877KBR-1EK*,Eastern King Platform Bed,HB: 67H  FB: 15H,5877BR-1*
5877BR-1*,Queen Platform Bed,HB: 67H  FB: 15H,5877BR-1*
5877FBR-1*,Full Platform Bed,HB: 67H  FB: 15H,5877BR-1*
5877KBR-1CKDW*,California King Platform Bed with Storage Footboard,HB: 67H  FB: 15H,5877BR-1DW*
5877KBR-1EKDW*,Eastern King Platform Bed with Storage Footboard,HB: 67H  FB: 15H,5877BR-1DW*
5877BR-1DW*,Queen Platform Bed with Storage Footboard,HB: 67H  FB: 15H,5877BR-1DW*
5877FBR-1DW*,Full Platform Bed with Storage Footboard,HB: 67H  FB: 15H,5877BR-1DW*
5877KGY-1CK*,California King Platform Bed,HB: 67H  FB: 15H,5877GY-1*
5877KGY-1EK*,Eastern King Platform Bed,HB: 67H  FB: 15H,5877GY-1*
5877GY-1*,Queen Platform Bed,HB: 67H  FB: 15H,5877GY-1*
5877FGY-1*,Full Platform Bed,HB: 67H  FB: 15H,5877GY-1*
5877KGY-1CKDW*,California King Platform Bed with Storage Footboard,HB: 67H  FB: 15H,5877GY-1DW*
5877KGY-1EKDW*,Eastern King Platform Bed with Storage Footboard,HB: 67H  FB: 15H,5877GY-1DW*
5877GY-1DW*,Queen Platform Bed with Storage Footboard,HB: 67H  FB: 15H,5877GY-1DW*
5877FGY-1DW*,Full Platform Bed with Storage Footboard,HB: 67H  FB: 15H,5877GY-1DW*
5880KDB-1CK,California King bed,HB:52.5H   FB:16H,5880DB-1
5880KDB-1EK,Eastern King Bed,HB:52.5H   FB:16H,5880DB-1
5880DB-1,Queen Bed,HB:52.5H   FB:16H,5880DB-1
5880FDB-1,Full Bed,HB:52.5H   FB:16H,5880DB-1
5882K-1CK,California King bed,HB: 51H  FB: 16H,5882-1
5882K-1EK,Eastern King Bed,HB: 51H  FB: 16H,5882-1
5882-1,Queen Bed,HB: 51H  FB: 16H,5882-1
5882F-1,Full Bed,HB: 51H  FB: 16H,5882-1
5885K-1CK*,California King bed,HB: 57.5H  FB:17H,5885-1*
5885K-1EK*,Eastern King Bed,HB: 57.5H  FB:17H,5885-1*
5885-1*,Queen Bed,HB: 57.5H  FB:17H,5885-1*
5885F-1*,Full Bed,HB: 57.5H  FB:17H,5885-1*
5887K-1CK*,California King bed,HB: 53H  FB: 22.5H,5887-1*
5887K-1EK*,Eastern King Bed,HB: 53H  FB: 22.5H,5887-1*
5887-1*,Queen Bed,HB: 53H  FB: 22.5H,5887-1*
5887F-1*,Full Bed,HB: 53H  FB: 22.5H,5887-1*
5888K-1CK*,California King bed,HB: 66.5H  FB: 37.5H,5888-1*
5888K-1EK*,Eastern King Bed,HB: 66.5H  FB: 37.5H,5888-1*
5888-1*,Queen Bed,HB: 66.5H  FB: 37.5H,5888-1*
5888F-1*,Full Bed,HB: 66.5H  FB: 37.5H,5888-1*
815K-1,Eastern King/California King Sleigh Headoard,HB: 47.5H,815-1
815KBKPU-1,Eastern King/California King Headoard,HB: 47.5H,815BKPU-1
815BKPU-1,Queen/FULL Headboard,HB: 47.5H,815BKPU-1
815TBKPU-1,Twin Headboard,HB: 47.5H,815BKPU-1
815KN-1,California King/ Eastern King Headboard,80.25 x 3.25 x 48.5H,815N-1
815N-1,Queen/FULL Headboard,64 x 3.25 x 48.5H,815N-1
815TN-1,Twin Headboard,42.75 x 3.25 x 48.5H,815N-1
815KPU-1,Eastern King/ California King Headboard,HB: 47.5H,815PU-1
815PU-1,Queen/FULL Headboard,HB: 47.5H,815PU-1
815TPU-1,Twin Headboard,HB: 47.5H,815PU-1
866KNC-1CK*,California King Bed,HB: 58H FB: 28H,866NC-1*
866KNC-1EK*,Eastern King Bed,HB: 58H FB: 28H,866NC-1*
866NC-1*,Queen Bed,HB: 58H FB: 28H,866NC-1*
866NC-4,Night Stand,28 x 16 x 25H,866NC-1*
866NC-5,Dresser,64 x 18.5 x 35H,866NC-1*
866NC-6,Mirror,36 x 2 x 50H,866NC-1*
866NC-9,Chest,41 x 18 x 51H,866NC-1*
BF-1WET,WIRELESS ADJUSTABLE BED FRAME (EK TWIN),"",Adjustable Frame
BF-1WQ,WIRELESS ADJUSTABLE BED FRAME (QUEEN),"",Adjustable Frame
BF-1WCT,WIRELESS ADJUSTABLE BED FRAME(CK TWIN),"",Adjustable Frame
MT-G10T,"10"" TWIN 2.5""+1.5""+6""",38 x 74 x 10H,"Mattress, 10-inch"
MT-G10F,"10"" FULL 2.5""+1.5""+6""",53 x 74 x 10H,"Mattress, 10-inch"
MT-G10Q,"10"" QUEEN 2.5""+1.5""+6""",60 x 80 x 10H,"Mattress, 10-inch"
MT-G10EK,"10"" EK 2.5""+1.5""+6""",76 x 80 x 10H,"Mattress, 10-inch"
MT-G10CK,"10"" CK 2.5""+1.5""+6""",72 x 84 x 10H,"Mattress, 10-inch"
MT-G10ET,"10"" EK TWIN 2.5""+1.5""+6""",38 x 80 x 10H,"Mattress, 10-inch"
MT-G10CT,"10"" CK TWIN 2.5""+1.5""+6""",36 X 84 X 10H,"Mattress, 10-inch"
MT-G12Q,"12"" QUEEN 1""+2.5""+1.5""+7""",60 x 80 x 12H,"Mattress, 12-inch"
MT-G12EK,"12"" EK 1""+2.5""+1.5""+7""",76 x 80 x 12H,"Mattress, 12-inch"
MT-G12CK,"12"" CK 1""+2.5""+1.5""+7""",72 x 84 x 12H,"Mattress, 12-inch"
MT-G08T,"8"" TWIN 2""+6""",38 x 74 x 8H,"Mattress, 8-inch"
MT-G08F,"8"" FULL 2""+6""",53 x 74 x 8H,"Mattress, 8-inch"
MT-G08Q,"8"" QUEEN 2""+6""",60 x 80 x 8H,"Mattress, 8-inch"
1131-24S,Swivel Counter Height Chair,18 x 19 x 38H,1131-24S
1131-29S,Swivel Pub Chair,18 x 19 x 43H,1131-24S
1133-24S,Swivel Counter Height Chair,19 x 20 x 38H,1133-24S
1133-29S,Swivel Pub Chair,19 x 20 x 43H,1133-24S
1140E-24S,Swivel Counter Height Chair,18 x 19 x 38H,1140E-24S
1140E-29S,Swivel Pub Chair,18 x 19 x 43H,1140E-24S
1144E-24S,Swivel Counter Height Chair,18 x 19 x 38H,1144E-24S
1144E-29S,Swivel Pub Chair,18 x 19 x 43H,1144E-24S
1145BLK,Black Airlift Swivel Stool,17.5 x 15.25 x 26 - 34H,1145BLK
1145RED,Red Airlift Swivel Stool,17.5 x 15.25 x 26 - 34H,1145BLK
1145WHT,White Airlift Swivel Stool,17.5 x 15.25 x 26 - 34H,1145BLK
1147BLK,Black Airlift Swivel Stool,18.5 x 18.5 x 31 - 38H,1147BLK
1147RED,Red Airlift Swivel Stool,18.5 x 18.5 x 31 - 38H,1147BLK
1147WHT,White Airlift Swivel Stool,18.5 x 18.5 x 31 - 38H,1147BLK
1148BLK,Black Airlift Swivel Stool,17.5 x 20.5 x 37.5 - 46.5H,1148BLK
1148RED,Red Airlift Swivel Stool,17.5 x 20.5 x 37.5 - 46.5H,1148BLK
1148WHT,White Airlift Swivel Stool,17.5 x 20.5 x 37.5 - 46.5H,1148BLK
1149BLK,Black Airlift Swivel Stool,20.5 x 20 x 30 - 41.75H,1149BLK
1149RED,Red Airlift Swivel Stool,20.5 x 20 x 30 - 41.75H,1149BLK
1149WHT,White Airlift Swivel Stool,20.5 x 20 x 30 - 41.75H,1149BLK
1155BLK,Black Airlift Swivel Stool,21.5 x 19 x 32.5 - 41H,1155BLK
1155RED,Red Airlift Swivel Stool,21.5 x 19 x 32.5 - 41H,1155BLK
1155WHT,White Airlift Swivel Stool,21.5 x 19 x 32.5 - 41H,1155BLK
1156BLK,Black Airlift Swivel Stool,18 x 19 x 31.5 - 40H,1156BLK
1156RED,Red Airlift Swivel Stool,18 x 19 x 31.5 - 40H,1156BLK
1156WHT,White Airlift Swivel Stool,18 x 19 x 31.5 - 40H,1156BLK
1157BRW,"Brown Bonded Leather, Airlift Swivel Stool",18 x 21.5 x 36.5 - 45H,1157BRW
1157RED,"Red Bonded Leather, Airlift Swivel Stool",18 x 21.5 x 36.5 - 45H,1157BRW
1178BLK,Black Airlift Swivel Stool,23 x 21.5 x 36 - 45H,1178BLK
1178RED,Red Airlift Swivel Stool,23 x 21.5 x 36 - 45H,1178BLK
1178WHT,White Airlift Swivel Stool,23 x 21.5 x 36 - 45H,1178BLK
1188BK-24,"Counter Height Stool, Matt Black",17 x 10.75 x 25.25H,1188BK-24
1188DB-24,"Counter Height Stool, Matt Brown",17 x 10.75 x 25.25H,1188BK-24
1188RD-24,"Counter Height Stool, Matt Red",17 x 10.75 x 25.25H,1188BK-24
1372-36,Counter Height Table,60 x 42 - 60 x 36H,1372-36
1372-24,Counter Height Chair,19.25 x 22.5 x 43.25H,1372-36
1372-40,Server,54 x 18 x 36H,1372-36
1372-78,Dining Table,42 x 60 - 78 x 30H,1372-78
1372S,Side Chair,19.5 x 22.5 x 40H,1372-78
1372-40,Server,54 x 18 x 36H,1372-78
1390-102,Dining Table,44 x 78 - 90 - 102 x 30H,1390-102
1390A,Arm Chair,25 x 26.2 x 42.2H,1390-102
1390S,Side Chair,21 x 26.2 x 42.2H,1390-102
1390-50*,Buffet &amp; Hutch,69.8 x 20 x 88H,1390-102
1390-76*,Round / Oval Pedestal Dining Table,60 x 60 - 76 x 30H,1390-76*
1390A,Arm Chair,25 x 26.2 x 42.2H,1390-76*
1390S,Side Chair,21 x 26.2 x 42.2H,1390-76*
1390-40,Server with Marble Insert,65.3 x 19 x 42H,1390-76*
1393BK-36,Counter Height Table,54 x 36 - 54 x 36H,1393BK-36
1393BK-24,Counter Height Chair,19.5 x 22 x 42.5H,1393BK-36
1393BK-50,Curio,45.5 x 18 x 54H,1393BK-36
1393BK-48*,Round Dining Table,48 Dia x 30H,1393BK-48*
1393BKS,Side Chair,19.5 x 23 x 40.5H,1393BK-48*
1393BK-50,Curio,45.5 x 18 x 54H,1393BK-48*
1393BK-78,Dining Table,42 x 60 - 78 x 30H,1393BK-78
1393BKS,Side Chair,19.5 x 23 x 40.5H,1393BK-78
1393BK-50,Curio,45.5 x 18 x 54H,1393BK-78
1393W-36,Counter Height Table,54 x 36 - 54 x 36H,1393W-36
1393W-24,Counter Height Chair,19.5 x 22 x 42.5H,1393W-36
1393W-50,Curio,45.5 x 18 x 54H,1393W-36
1393W-48*,Round Dining Table,48 Dia x 30H,1393W-48*
1393WS,Side Chair,19.5 x 23 x 40.5H,1393W-48*
1393W-50,Curio,45.5 x 18 x 54H,1393W-48*
1393W-78,Dining Table,42 x 60 - 78 x 30H,1393W-78
1393WS,Side Chair,19.5 x 23 x 40.5H,1393W-78
1393W-50,Curio,45.5 x 18 x 54H,1393W-78
1394-108,Dining Table,44 x 72 - 90 - 108 x 30H,1394-108
1394A,"Arm Chair, Bi-Cast Leather",27 x 26 x 43.75H,1394-108
1394S,"Side Chair, Bi-Cast Leather",20.5 x 26 x 43.75H,1394-108
1394-50*,Buffet &amp; Hutch,70 x 20 x 90H,1394-108
1394-40,Server with Marble Insert,66 x 19.5 x 40H,1394-108
1704-108,Dining Table,44 x 72 - 90 - 108 x 30H,1704-108
1704A,Arm Chair,26 x 24.5 x 44H,1704-108
1704S,Side Chair,22.75 x 24.5 x 44H,1704-108
1704-50*,Buffet &amp; Hutch,69.5 x 20 x 86.25H,1704-108
1704-60,Round Dining Table,60 Dia x 30H,1704-60
1704A,Arm Chair,26 x 24.5 x 44H,1704-60
1704S,Side Chair,22.75 x 24.5 x 44H,1704-60
1704-50*,Buffet &amp; Hutch,69.5 x 20 x 86.25H,1704-60
1715-36,Counter Height Table,39 x 64.5 x 36H,1715-36*
1715-24,Counter Height Chair,18 x 21 x 39H,1715-36*
1715-50,Backer's Rack,58 x 18 x 73H,1715-36*
1715-55,Buffet / Server,58 x 18 x 41.25H,1715-36*
1715-94,Dining Table,39 x 70.5-94.5 x 29H,1715-94*
1715S,Side Chair,19 x 22.5 x 38.5H,1715-94*
1715-BH,Bench with Back,60 x 20 x 36H,1715-94*
1715-50,Backer's Rack,58 x 18 x 73H,1715-94*
1715-55,Buffet / Server,58 x 18 x 41.25H,1715-94*
1718GY-90,Dining Table,42 X 72 - 90 X 30H,1718GY-90*
1718GYS,Side Chair,20 X 25 X 39.25H,1718GY-90*
1718GY-40,Curio,54 X 18 X 54H,1718GY-90*
17811*,"Dining Table, All Glass",42 x 42 x 29H,17811*
17813*,"Dining Table, All Glass",42 x 72 x 29H,17811*
3276S-CR,Side Chair,19 x 25 x 38H,17811*
1808-112*,Double Pedestal Dining Table,44 x 84 - 98 - 112 x 30.5H,1808-112*
1808A,Arm Chair,26.5 x 23 x 43.5H,1808-112*
1808S,Side Chair,21 x 23 x 43.5H,1808-112*
1808-50,Buffet &amp; Hutch,66.75 x 20.5 x 91.5H,1808-112*
1808-40,Server with Faux Marble Top,59.5 x 20 x 40H,1808-112*
1824-112,Dining Table,44 x 84 - 98 - 112 x 30H,1824-112*
1824A,Arm Chair,28.75 x 25 x 43.25H,1824-112*
1824S,Side Chair,20.5 x 25 x 43.25H,1824-112*
1824-40,Server,58 x 18 x 34.75,1824-112*
1824-50,Buffet &amp; Hutch,66 x 19 x 90.5H,1824-112*
1828-92,Dining Table,44 x 76 - 92 x 30H,1828-92
1828A,"Arm Chair, Faux Silk",24 x 26.25 x 42H,1828-92
1828S,"Side Chair, Faux Silk",22 x 26.25 x 42H,1828-92
1828-50*,Buffet &amp; Hutch,48 x 18 x 83H,1828-92
1828-40,Server,62 x 19 x 40H,1828-92
1828-6,Wall Mirror,44 x 2 x 38H,1828-92
1867-102*,Dining Table,44 x 84 - 102 x 30H,1867-102*
1867A,"Arm Chair, Faux Silk",24.25 x 25 x 42.5H,1867-102*
1867S,"Side Chair, Faux Silk",23.25 x 25 x 42.5H,1867-102*
1867-50*,Buffet &amp; Hutch,48 x 18 x 82.5H,1867-102*
1867-40,Server,66 x 20 x 37H,1867-102*
1915-60,Dining Table,35.5 x 60 x 30H,1915-60
1915S,Side Chair,18.5 x 22.75 x 33H,1915-60
1915-40,Server,47.5 x 17.75 x 35.5H,1915-60
1916-84,"Dining Table, Glass Insert",42 X 66-84 X 30.25H,1916-84*
1916S,Side Chair,19.5 X 25 X 39H,1916-84*
1916-07,"Bar, LED Lighting",54 X 19.5 X 41.5H,1916-84*
1916-50,"Curio, LED Lighting",36 X 19.5 X 79.5H,1916-84*
1928-78,Dining Table,38 x 60-78 x 30H,1928-78*
1928S,Side Chair,18.5 x 24 x 39H,1928-78*
1928-40,Server,58 x 18 x 34.75H,1928-78*
1935-110*,Double Pedestal Dining Table,44 x 78 - 94 - 110 x 30H,1935-110*
1935A,Arm Chair,26 x 26 x 43H,1935-110*
1935S,Side Chair,22 x 26 x 43H,1935-110*
1935-50*,Buffet &amp; Hutch,71.75 x 21 x 93H,1935-110*
1935-76*,Round / Oval Pedestal Dining Table,60 x 60 - 76 x 30H,1935-76*
1935A,Arm Chair,26 x 26 x 43H,1935-76*
1935S,Side Chair,22 x 26 x 43H,1935-76*
1935-55,Buffet / Server,71.25 x 21 x 42H,1935-76*
1947-96,Dining Table,42 x 75 - 95 x 30H,1947-96
1947A,Arm Chair,23 x 26 x 41H,1947-96
1947S,Side Chair,20 x 26 x 41H,1947-96
1947-50*,Buffet &amp; Hutch,46.75 x 17.25 x 79.75H,1947-96
1947-40,Server,57.5 x 17 x 38.75H,1947-96
1958-96,Dining Table,42.75 x 78 - 96 x 30H,1958-96
1958A,Arm Chair,27.25 x 27.25 x 40.75H,1958-96
1958S,Side Chair,21.25 x 27.25 x 40.75H,1958-96
1958-50*,Buffet &amp; Hutch,61.75 x 20.5 x 83.75H,1958-96
1958-40,Server,59.25 x 19.5 x 39.5H,1958-96
1978W-112,Dining Table,44 X 76-94-112 X 30H,1978W-112*
1978WA,Arm Chair,26.75 X 24.5 X 44H,1978W-112*
1978WS,Side Chair,23.25 X 24.5 X 44H,1978W-112*
1978W-50,Buffet &amp; Hutch,70 X 21.25 X 92.5H,1978W-112*
2111-48,Round Dining Table,48 Dia x 30H,2111-48
2111S,Side Chair,18 x 23 x 38.5H,2111-48
2111-40,Media Chest / Server,48 x 17 x 32H,2111-48
2111-72,Dining Table,40 x 60 - 72 x 30H,2111-72
2111S,Side Chair,18 x 23 x 38.5H,2111-72
2111-40,Media Chest / Server,48 x 17 x 32H,2111-72
2168-108*,Dining Table,44 x 94 - 118 x 30.25H,2168-108*
2168A,"Arm Chair, Bonded Leather",24.5 x 27.75 x 44H,2168-108*
2168-50*,Buffet &amp; Hutch,76 x 18 x 87.5H,2168-108*
2168-40,Server,75 x 18 x 39.75H,2168-108*
2168-40M,Server Mirror,54 x 3 x 42H,2168-108*
2168WW-50*,Buffet &amp; Hutch,76 x 18 x 87.5H,2168WW-118*
2168WW-40*,Server,75 x 18 x 39.75H,2168WW-118*
2168WW-40M,Server Mirror,54 x 3 x 42H,2168WW-118*
2168WW-118*,Dining Table,44 x 94 - 118 x 30.25H,2168WW-118*
2168WWA,"Arm Chair, Linen Fabric",24.5 x 27.75 x 44H,2168WW-118*
2243-114*,Dining Table,46 x 86 - 100 - 114 x 30.75H,2243-114*
2243A,Arm Chair,26.75 x 26.5 x 43.75H,2243-114*
2243S,Side Chair,23.25 x 26.5 x 43.75H,2243-114*
2243-50*,Buffet &amp; Hutch,66.25 x 19 x 88.5H,2243-114*
2243-76*,Round / Oval Pedestal Dining Table,60 x 60 - 76 x 30.75H,2243-76*
2243A,Arm Chair,26.75 x 26.5 x 43.75H,2243-76*
2243S,Side Chair,23.25 x 26.5 x 43.75H,2243-76*
2243-55,Buffet / Server,66 x 19 x 35.5H,2243-76*
2423-36,Round / Oval Counter Height Table with Storage Base,42 x 42 - 60 x 36H,2423-36
2423-24,Counter Height Chair,18 x 20 x 41H,2423-36
2425-36,5-Piece Pack Counter Height Set,Table: 40 x 40 x 36H Chair: 17 x 19.75 x 40.5H,2425-36
2434-48,Dining Table,29.5 x 47.25 x 29.5H,2434-48
2434S,Side Chair,17.5 x 21 x 35.5H,2434-48
2438-82,Dining Table,42 x 64 - 82 x 30H,2438-82
2438S,Side Chair,22.5 x 18 x 40H,2438-82
2438-13,48” Bench,48 x 17 x 19.6H,2438-82
2438-40,Server,52 x 18 x 33H,2438-82
2447*,Dining Table,31.5 x 55.25 x 30H,2447*
2447WS,Side Chair,17 x 21.25 x 40.75H,2447*
2456-36,"Counter Height Table, Marble Top",54 x 54 x 36H,2456-36
2456-24,Counter Height Chair,19 x 25 x 41H,2456-36
2456-40,"Server, Marble Top",48 x 18 x 36H,2456-36
2456-64,"Dining Table, Marble Top",38 x 64 x 30H,2456-64
2456S,Side Chair,19 x 25 x 39H,2456-64
2456-13,Bench,49 x 18 x 20H,2456-64
2456-40,"Server, Marble Top",48 x 18 x 36H,2456-64
2456-64WM,Dining Table,38 x 64 x 30H,2456-64WM*
2456S,Side Chair,19 x 25 x 39H,2456-64WM*
2456-13,Bench,49 x 18 x 20H,2456-64WM*
2458,5-Piece Pack Dinette Set,Table:  42 Dia x 30H Chair: 18 x 21.25 x 36H,2458
2458-36,5-Piece Pack Counter Height Set,Table:  42 Dia x 36H Chair:  18 x 20.25 x 40H,2458-36
2459,6-Piece Pack Dinette Set,Table:  35.5 x 60 x 30H (see product features for more),2459
2466-48*,Round Dining Table,48 Dia x 30H,2466-48*
2466S,Side Chair,22.25 x 22.5 x 39H,2466-48*
2469,5-Piece Pack Dinette Set,"Table: 36 x 48 x 30H
Chair: 17.5 x 21 x 38H",2469
2477-78,Dining Table,42 x 60 - 78 x 30H,2477-78
2477S,Side Chair,18.5 x 22.5 x 41H,2477-78
2477-13,48” Bench,48 x 16 x 20H,2477-78
2479-42*,Pub Height Table,42 x 42 x 42H,2479-42*
2479-29BRS,"Pub Height Chair, Brown",21.25 x 23.25 x 45H,2479-42*
2479-29CRS,"Pub Height Chair, Cream",21.25 x 23.25 x 45H,2479-42*
2479-29GRS,"Pub Height Chair, Green",21.25 x 23.25 x 45H,2479-42*
2479-29RDS,"Pub Height Chair, Red",21.25 x 23.25 x 45H,2479-42*
2479-24BRS,"Counter Height Chair, Brown",21.25 x 23.25 x 40H,2479-42*
2479-24CRS,"Counter Height Chair, Cream",21.25 x 23.25 x 40H,2479-42*
2479-24GRS,"Counter Height Chair, Green",21.25 x 23.25 x 40H,2479-42*
2479-24RDS,"Counter Height Chair, Red",21.25 x 23.25 x 40H,2479-42*
2489-36XL*,Counter Height Table with Storage Base,54 x 54 - 72 x 36H,2489-36XL*
2489-24,Counter Height Chair,21 x 24 x 42H,2489-36XL*
2489-40,Server,52 x 18 x 36H,2489-36XL*
2505BK-36,3PC PACK COUNTER HEIGHT SET,"Table: 36 X 22 - 29 - 36 X 36H, Drop Leaf: 7”, Chair: 18 X 20.5 X 40.5H",2505BK-36*
2513,6-Piece Pack Dinette Set,Table:  35.5 x 60 x 30H Chair:  18 x 21.5 x 36H Bench: 46 x 16.5 x 19H,2513
2514BK-36,5-Piece Pack Counter Height Set,Table: 39 x 39 x 36H Chair: 18 x 20.5 x 40H,2514BK-36
2515-96,Dining Table with Two End Leaves,42 x 72 - 84 - 96 x 30H,2515-96
2515S,Side Chair,18.75 x 22.5 x 40H,2515-96
2515-13,54” Bench,54 x 15 x 18H,2515-96
2515-50,Curio,52 x 20 x 52H,2515-96
2516-48*,Round Dining Table,48 Dia x 30H,2516-48*
2516A,Arm Chair,25 x 26.75 x 37H,2516-48*
2524-36*,Counter Height Table with Storage Base,54 x 42 - 54 x 36H,2524-36*
2524-24,Counter Height Chair,18 x 21 x 41H,2524-36*
2526-96*,Dining Table,42 x 78 - 96 x 30H,2526-96*
2526S,Side Chair,23 x 24 x 39.5H,2526-96*
2528-64*,"Dining Table, Crackle Glass Insert",38 x 64 x 30H,2528-64*
2528S,Side Chair,19 x 25 x 39H,2528-64*
2528-13,49'' Bench,49 x 18 x 20H,2528-64*
2544S,Side Chair,19 x 25 x 39H,2528-64*
2529S,Side Chair,19 x 25 x 39H,2528-64*
2545S,Side Chair,19 x 25 x 39H,2528-64*
2529-64,"Dining Table, Marble Top",38 x 64 x 30H,2529-64
2529S,Side Chair,19 x 25 x 39H,2529-64
2529-13,"49"" Bench",49 x 18 x 20H,2529-64
2544S,Side Chair,19 x 25 x 39H,2529-64
2528S,Side Chair,19 x 25 x 39H,2529-64
2545S,Side Chair,19 x 25 x 39H,2529-64
2538-60,Dining Table,36 x 60 x 30H,2538-60
2538S,Side Chair,17.5 x 21 x 37H,2538-60
2538-13,44” Bench,44 x 17 x 18H,2538-60
2544-64,"Dining Table, Faux Marble Top",38 x 64 x 30H,2544-64
2544S,Side Chair,19 x 25 x 39H,2544-64
2544-13,49” Bench,49 x 18 x 20H,2544-64
2529S,Side Chair,19 x 25 x 39H,2544-64
2528S,Side Chair,19 x 25 x 39H,2544-64
2545S,Side Chair,19 x 25 x 39H,2544-64
2545-68,"Dining Table, Faux Marble Top",38 x 68 x 30H,2545-68
2545S,Side Chair,19 x 25 x 39H,2545-68
2545-13,49” Bench,49 x 18 x 20H,2545-68
2544S,Side Chair,19 x 25 x 39H,2545-68
2528S,Side Chair,19 x 25 x 39H,2545-68
2529S,Side Chair,19 x 25 x 39H,2545-68
2546-96,Dining Table,42.25 x 68 - 82 - 96 x 30.5H,2546-96
2546A,Arm Chair,23.5 x 23 x 40.5H,2546-96
2546S,Side Chair,21.5 x 26 x 40.5H,2546-96
2546-50*,Buffet &amp; Hutch,57.75 x 18.25 x 82.25H,2546-96
2546-40*,Server,56.25 x 17.5 x 36H,2546-96
2546-40M,Server Top with Mirror,56.25 x 13.5 x 22.5H,2546-96
2547-72,Dining Table,38 x 54 - 72 x 30H,2547-72
2547S,Side Chair,19 x 23 x 38H,2547-72
2549-78*,Dining Table,44 x 60 - 78 x 30H,2549-78*
2549S,Side Chair,20 x 26.5 x 38.25H,2549-78*
2549-13,42” Bench,42 x 16 x 19H,2549-78*
2558,5-Piece Pack Dinette Set,Table: 35.5 x 47.25 x 30H Chair: 18 x 20.5 x 36H,2558
2568-48,Round Dining Table,48 Dia x 30H,2568-48
2568BRS,Side Chair,18 x 21 x 39H,2568-48
2588-92*,Dining Table,42 x 74 - 92 x 30H,2588-92*
2588S,Side Chair,21.75 x 22.25 x 36.5H,2588-92*
2588-40,Server,60 x 18 x 38H,2588-92*
2601-36,"Counter Height Table, Faux Marble Top",40 x 40 x 36H,2601-36
2601-24,Counter Height Chair,17.5 x 19.5 x 40.25H,2601-36
2601-48,"Dining Table, Faux Marble Top",30 x 48 x 30H,2601-48
2601S,Side Chair,17.5 x 21.5 x 36H,2601-48
2611-36*,Round Counter Height Table,60 Dia x 36H    Drop Leaf: 7”,2611-36*
2611-24,Counter Height Chair,19.5 x 21.25 x 41H,2611-36*
2615DC-36*,Counter Height Table,54 x 54 x 36H,2615DC-36*
2615DC-24,Counter Height Chair,18.5 x 21.75 x 42.25H,2615DC-36*
2615DC-50*,Buffet &amp; Hutch,60 x 19 x 80.25H,2615DC-36*
2615DC-40,Server,58 x 19 x 39H,2615DC-36*
2615DC-72*,Pedestal Dining Table,54 x 54 - 72 x 30H,2615DC-72*
2615DCA,Arm Chair,25 x 25.75 x 41.5H,2615DC-72*
2615DCS,Side Chair,20.5 x 25.75 x 41.5H,2615DC-72*
2615RFA-NN,Arm Chair without Nailheads,25 x 25.5 x 41.5H,2615DC-72*
2615RFS-NN,Side Chair without Nailheads,20.5 x 25.5 x 41.5H,2615DC-72*
2615DC-50*,Buffet &amp; Hutch,60 x 19 x 80.25H,2615DC-72*
2615DC-40,Server,58 x 19 x 39H,2615DC-72*
2615DC-96*,Dining Table,42 x 76 - 96 x 30H,2615DC-96*
2615DC-50*,Buffet &amp; Hutch,60 x 19 x 80.25H,2615DC-96*
2615DC-40,Server,58 x 19 x 39H,2615DC-96*
2615DCA,Arm Chair,25 x 25.75 x 41.5H,2615DC-96*
2615DCS,Side Chair,20.5 x 25.75 x 41.5H,2615DC-96*
2615RFA-NN,Arm Chair without Nailheads,25 x 25.5 x 41.5H,2615DC-96*
2615RFS-NN,Side Chair without Nailheads,20.5 x 25.5 x 41.5H,2615DC-96*
2617N-36,Counter Height Table,56 x 37.5 - 56 x 36H,2617N-36
2617N-24,Counter Height Chair,18.75 x 22.75 x 40.5H,2617N-36
3217PU,Gas Lift Table,36 Dia x 20.5 -30H,3217PU*
3217PUS,4-Piece Pack Ottomans with Storage,16.25 x 16.25 x 17.5H,3217PU*
3270-36,"Counter Height Table, Faux Marble Top",48 x 48 x 36H,3270-36
3270-24S1W,"Counter Height Chair, White Bi-Cast Vinyl",19 x 23 x 39H,3270-36
3270-24S1BK,"Counter Height Chair, Black Bi-Cast Vinyl",19 x 23 x 39H,3270-36
3270-48,"Dining Table, Faux Marble Top",36 x 48 x 30H,3270-48
3270-S1W,"Side Chair, White Bi-Cast Vinyl",19 x 24 x 38.5H,3270-48
3270-60,"Dining Table, Faux Marble Top",36 x 60 x 30H,3270-48
3270-S1BK,"Side Chair, Black Bi-Cast Vinyl",19 x 24 x 38.5H,3270-48
3276N-60,"Dining Table, Faux Marble Top",36 x 60 x 30H,3276N-60
3276S-CR,Side Chair,19 x 25 x 38H,3276N-60
3276YS,"Side Chair, Chartreuse-Yellow Bi-Cast Vinyl",19 x 25 x 38H,3276N-60
3276BS,"Side Chair, Sky-Blue Bi-Cast Vinyl",19 x 25 x 38H,3276N-60
3276RS,"Side Chair, Lava-Red Bi-Cast Vinyl",19 x 25 x 38H,3276N-60
